avg_rating,image,price,title,total_review
5,https://m.media-amazon.com/images/I/61ULwAcGldL.__AC_SX300_SY300_QL70_ML2_.jpg,538.16,"2022 Apple iPad Air (10.9-inch, Wi-Fi + Cellular, 64GB) - Pink (Renewed)",1
4.1,https://m.media-amazon.com/images/I/61Nuw4Goy9S.__AC_SX300_SY300_QL70_ML2_.jpg,169.99,"Apple iPad Mini 4, 64GB, Silver - WiFi + Cellular (Renewed)",81
4,https://m.media-amazon.com/images/I/81TtgFNJrGL.__AC_SY300_SX300_QL70_ML2_.jpg,89.98,"Android Tablet, 10.1 Inch Android 12 Tablet, 6GB RAM 64GB ROM, 1TB Expand, Android Tablet with 8000mAh Battery, Dual Camera, 5G WiFi, Bluetooth, FHD IPS Touch Screen, GPS, Google GMS Certified",561
4.8,https://m.media-amazon.com/images/I/8124D1qS2UL.__AC_SY445_SX342_QL70_ML2_.jpg,"1,346.84","Apple iPad Pro 11-inch (4th Generation): with M2 chip, Liquid Retina Display, 1TB, Wi-Fi 6E, 12MP front/12MP and 10MP Back Cameras, Face ID, All-Day Battery Life – Silver","1,427"
3.8,https://m.media-amazon.com/images/I/71jDNnx0BxL.__AC_SX300_SY300_QL70_ML2_.jpg,69.02,Samsung Galaxy Tab A T307U 8.4 inches 32GB Mocha - WiFi + for AT&T (Renewed),54
3.9,https://m.media-amazon.com/images/I/614vKAkHIrL.__AC_SX300_SY300_QL70_ML2_.jpg,115.00,"Apple iPad Air 16GB Unlocked GSM 4G LTE Tablet, Space Gray (Renewed)",60
4.4,https://m.media-amazon.com/images/I/61V4AyIbnzL.__AC_SX300_SY300_QL70_ML2_.jpg,131.13,"Apple iPad Pro Tablet MLMN2LL/A 32GB WiFi 9.7in,Space Gray (Renewed)",167
4.4,https://m.media-amazon.com/images/I/91xKRosDu2L.__AC_SX300_SY300_QL70_ML2_.jpg,129.99,"Apple iPad Pro Tablet (32GB, Wi-Fi, 9.7in) Silver (Renewed)",666
4.3,https://m.media-amazon.com/images/I/61GuuXN46PL.__AC_SX300_SY300_QL70_ML2_.jpg,175.85,"Apple iPad Mini 4 Wi-Fi, 7.9in Retina Display with 2048 x 1536 Resolution, A8 Chip, Touch ID, FaceTime, Up to 10 Hours of Battery Life - 128GB - Space Gray (Renewed)",236
4.6,https://m.media-amazon.com/images/I/71IO0R9MJ9L.__AC_SX300_SY300_QL70_ML2_.jpg,259.99,"Apple iPad Mini 5th Generation (Wi-Fi + Cellular, 64GB) - Gold (Renewed)","2,197"
4.4,https://m.media-amazon.com/images/I/91rJX1GuKsL.__AC_SX300_SY300_QL70_ML2_.jpg,349.97,"Apple iPad Pro 2 12.9in (2017) 64GB, Wi-Fi - Space Gray (Renewed)",174
4.3,https://m.media-amazon.com/images/I/81cqAewulzL.__AC_SX300_SY300_QL70_ML2_.jpg,679.95,"Apple iPad Pro 2th Gen (WiFi+Cellular) - 11"" - 1TB - Space Gray - MXF12LL/A (Renewed)",291
4,https://m.media-amazon.com/images/I/61iDD3zzWKL.__AC_SY300_SX300_QL70_ML2_.jpg,131.12,"iPad Pro 9.7-inch (32GB, Wi-Fi + Cellular, Space Gray) 2016 Model (Refurbished)",35
4.5,https://m.media-amazon.com/images/I/71r8LEuR-kL.__AC_SX300_SY300_QL70_ML2_.jpg,136.99,"2018 Apple iPad (9.7-inch, Wi-Fi, 32GB) - Gold (Renewed)","1,121"
4.3,https://m.media-amazon.com/images/I/61CrgUrXHdL.__AC_SX300_SY300_QL70_ML2_.jpg,177.14,"Apple iPad Mini 4, 128GB, Space Gray - WiFi + Cellular (Renewed)","1,307"
4.1,https://m.media-amazon.com/images/I/71zeTSvp74L._AC_SY300_SX300_.jpg,,"All-new Amazon Fire 10 HD Kids tablet- 2023, ages 3-7 | Bright 10.1"" HD screen with ad-free content and parental controls included, 13-hr battery, 32 GB, Pink",22
4.5,https://m.media-amazon.com/images/I/61Fh3jpnjNL.__AC_SX300_SY300_QL70_ML2_.jpg,117.99,"Apple iPad 9.7-inch Retina Display with WIFI, 32GB, Touch ID, 2017 Mode - Space Gray (Renewed)","1,753"
4.5,https://m.media-amazon.com/images/I/71FwXieCMdL.__AC_SX300_SY300_QL70_ML2_.jpg,9.99,"Android Tablet 2 in 1 Tablet, 10 inch Android 12 Tablet 6GB+64GB with Keyboard, Tablets with Case Mouse Stylus,512GB Expandable Dual Camera, WiFi, Bluetooth, Google Certified Tablet PC(Green)",78
4,https://m.media-amazon.com/images/I/61P+QzAhV8L._AC_SY300_SX300_.jpg,134.98,"Apple iPad Mini 4, 16GB, Space Gray - WiFi (Renewed)",458
4,https://m.media-amazon.com/images/I/7189+Imy5BL._AC_SY300_SX300_.jpg,74.99,"2023 Newest Tablet with Keyboard, 10 inch 2 in 1 Tablets, Android 11 1.8Ghz Quad-Core Processor, 64GB ROM+4GB RAM+512GB Expend Tableta, Case/Mouse/Stylus/8MP Camera/6000mAh Battery/1280x800 HD Display",308
4.1,https://m.media-amazon.com/images/I/61lhitKcQlL.__AC_SY300_SX300_QL70_ML2_.jpg,205.00,"Apple iPad Air 2 MH312LL/A (128GB, Wi-Fi + Cellular, Space Gray) 2014 Model (Renewed)",198
4.4,https://m.media-amazon.com/images/I/81Hz7EvjAvL.__AC_SX300_SY300_QL70_ML2_.jpg,639.99,"2020 Apple iPad Pro (12.9-inch, Wi-Fi + Cellular, 256GB) - Space Gray (Renewed)","1,718"
3.7,https://m.media-amazon.com/images/I/716dqW96lVL.__AC_SX300_SY300_QL70_ML2_.jpg,39.99,"YOBANSE Kids Tablet, 7 inch Tablet for Kids 3GB RAM 32GB ROM Android 11.0 Toddler Tablet with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational, Games(Pink)","3,155"
4.5,https://m.media-amazon.com/images/I/61jcsHsFN8L.__AC_SY445_SX342_QL70_ML2_.jpg,110.59,"Apple AirPods (3rd Generation) Wireless Ear Buds, Bluetooth Headphones, Personalized Spatial Audio, Sweat and Water Resistant, Lightning Charging Case Included, Up to 30 Hours of Battery Life","13,084"
3.9,https://m.media-amazon.com/images/I/618V2OyK53L.__AC_SX300_SY300_QL70_ML2_.jpg,57.90,"PRITOM M10 10 inch Tablet - Android Tablet with 2GB RAM, 64GB ROM, 512GB Expandable, Quad-Core, HD IPS Screen, 2.0 MP + 8.0 MP Dual Camera, WiFi, Bluetooth, Stable Tablet with 6000mAh Battery","2,879"
4.3,https://m.media-amazon.com/images/I/61f-4Ah709L.__AC_SX300_SY300_QL70_ML2_.jpg,129.99,"Apple iPad Mini 4, 32GB, Space Gray - WiFi (Renewed)",331
4.3,https://m.media-amazon.com/images/I/61gKwBe8AsL.__AC_SY300_SX300_QL70_ML2_.jpg,329.97,"Apple iPad Pro (128GB, Wi-Fi + Cellular, Space Gray) 12in Tablet (Renewed)",409
4.5,https://m.media-amazon.com/images/I/714HTqZ7M-L._AC_SY300_SX300_.jpg,33.99,"Amazon Fire 7 tablet, 7” display, read and watch, under $60 with 10-hour battery life, (2022 release), 16 GB, Denim","12,404"
4.5,https://m.media-amazon.com/images/I/81a-rN2A3DS.__AC_SY445_SX342_QL70_ML2_.jpg,899.99,Apple 2021 11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,66
4.4,https://m.media-amazon.com/images/I/61aCFnvTEGL.__AC_SX300_SY300_QL70_ML2_.jpg,101.99,"Apple iPad Air 2 9.7-Inch, 32GB Tablet (Space Gray) (Renewed)","1,473"
4.3,https://m.media-amazon.com/images/I/41k6Bzf79AS.__AC_SX300_SY300_QL70_ML2_.jpg,128.99,"Apple iPad Mini 4, 128GB, Silver - WiFi + Cellular (Renewed)",444
4.1,https://m.media-amazon.com/images/I/6163Vqe06DL.__AC_SX300_SY300_QL70_ML2_.jpg,149.99,"Apple iPad Mini 4, 16GB, Gold - WiFi (Renewed)",336
3.7,https://m.media-amazon.com/images/I/61mjOsFlTbL.__AC_SX300_SY300_QL70_ML2_.jpg,118.00,Apple iPad Air 16GB WiFi Tablet - Space Gray (Renewed),957
4,https://m.media-amazon.com/images/I/61Vi6KEEwTL.__AC_SX300_SY300_QL70_ML2_.jpg,49.99,Kids Tablet 7 inch Toddler Tablet for Kids Edition Tablet with WiFi Dual Camera Children Tablet for Toddlers 32GB Android 10 with Parental Control Shockproof Case Google Play YouTube Netflix(Rose Red),"6,662"
4.4,https://m.media-amazon.com/images/I/61wDxPfqfJL.__AC_SX300_SY300_QL70_ML2_.jpg,129.99,"Apple iPad Air 2, 128 GB, Space Gray, (Renewed)","1,248"
4.8,https://m.media-amazon.com/images/I/81a-rN2A3DS.__AC_SY445_SX342_QL70_ML2_.jpg,949.99,Apple 2021 11-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,"7,051"
4.6,https://m.media-amazon.com/images/I/71axL+KrZLL._AC_SY300_SX300_.jpg,174.99,"Apple iPad 9.7 with WiFi, 128GB- Gold (2017 Model) - (Renewed)",726
4.4,https://m.media-amazon.com/images/I/617UtctYt-L.__AC_SX300_SY300_QL70_ML2_.jpg,299.95,"Apple iPad Pro (11-inch, Wi-Fi, 64GB) - Space Gray (2018) (Renewed)","3,427"
4.5,https://m.media-amazon.com/images/I/61krikJxTmL.__AC_SY300_SX300_QL70_ML2_.jpg,149.99,"SAMSUNG Galaxy Tab A8 10.5” 32GB Android Tablet, LCD Screen, Kids Content, Smart Switch, Expandable Memory, Long Lasting Battery, Fast Charging, US Version, 2022, Dark Gray","19,938"
4.5,https://m.media-amazon.com/images/I/71bDp9XRdKL.__AC_SX300_SY300_QL70_ML2_.jpg,383.12,"2021 Apple iPad Mini 6 (8.3 inch, Wi-Fi, 64GB) Space Gray (Renewed)",719
4.6,https://m.media-amazon.com/images/I/51N7hQTc9TL.__AC_SX300_SY300_QL70_ML2_.jpg,119.99,"Apple iPad (5thGEneration) Wi-Fi, 128GB - Space Gray (Renewed)","3,047"
3.7,https://m.media-amazon.com/images/I/619utiOsCrL.__AC_SX300_SY300_QL70_ML2_.jpg,71.99,Apple iPad mini 7.9in WiFi 16GB iOS 6 Tablet 1stGEneration - Black & Space Gray (Renewed),"2,740"
3.9,https://m.media-amazon.com/images/I/61e2XEOJLGL.__AC_SX300_SY300_QL70_ML2_.jpg,64.39,"Lenovo Tab M8 (4th Gen) - 2023 - Tablet - Long Battery Life - 8"" HD - Front 2MP & Rear 5MP Camera - 2GB Memory - 32GB Storage - Android 12 (Go Edition) or Later,Gray",256
4.5,https://m.media-amazon.com/images/I/716NHsSc3HL._AC_SY300_SX300_.jpg,28.99,"Amazon Fire HD 8 tablet, 8” HD Display, 32 GB, 30% faster processor, designed for portable entertainment, (2022 release), Black","10,667"
4.8,https://m.media-amazon.com/images/I/61jHLgXIH4L.__AC_SY445_SX342_QL70_ML2_.jpg,134.99,Apple Magic Keyboard for 12.9-inch iPad Pro (Previous Version) - Japanese,"9,167"
4.5,https://m.media-amazon.com/images/I/61xZD3IzOqL.__AC_SX300_SY300_QL70_ML2_.jpg,9.99,"Wielio Android 12 Tablet PC 10 inch, 6GB+128GB Tablet, 1TB Expand 8 Core Android Tablets, 2.4G/5G WiFi, 1920 * 1200 IPS, 6000mAh Fast Charge, Bluetooth 5.0, GPS, Dual Camera, Parent Control",16
4.6,https://m.media-amazon.com/images/I/81+CCPJHJCL._AC_SY300_SX300_.jpg,27.99,"Amazon Fire HD 8 Kids Pro tablet- 2022, ages 6-12 | 8"" HD screen, slim case for older kids, ad-free content, parental controls, 13-hr battery, 32 GB, Rainbow Universe","4,761"
4.6,https://m.media-amazon.com/images/I/61J-lcb+zSL._AC_SY300_SX300_.jpg,163.50,"2018 Apple iPad (WiFi, 128GB) Space Gray (Renewed)","2,488"
4.7,https://m.media-amazon.com/images/I/81c+9BOQNWL._AC_SX342_SY445_.jpg,"1,195.08","Apple iPad Pro 12.9-inch (6th Generation): with M2 chip, Liquid Retina XDR Display, 512GB, Wi-Fi 6E, 12MP front/12MP and 10MP Back Cameras, Face ID, All-Day Battery Life – Space Gray","1,544"
4.5,https://m.media-amazon.com/images/I/71+qN1ewY9L._AC_SY300_SX300_.jpg,149.99,"Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | ad-free content with parental controls included, 10-hr battery, 32 GB, Blue","12,355"
4.2,https://m.media-amazon.com/images/I/61HUnxMOilL.__AC_SX300_SY300_QL70_ML2_.jpg,139.97,"Apple iPad Air 2 MGTY2LL/A (128GB, Wi-Fi, Silver) (Renewed)",391
4.5,https://m.media-amazon.com/images/I/51t7xD-BxyL.__AC_SX300_SY300_QL70_ML2_.jpg,130.51,"Apple iPad 9.7 with WiFi, 128GB- Space Gray (2017 Model) - (Renewed)","2,491"
4.5,https://m.media-amazon.com/images/I/61Fh3jpnjNL.__AC_SX300_SY300_QL70_ML2_.jpg,179.99,"Apple iPad 9.7in 6th Generation WiFi + Cellular (128GB, Space Gray) (Renewed)",508
4.2,https://m.media-amazon.com/images/I/51jlBM+8DgL._AC_SX300_SY300_.jpg,134.95,"Apple iPad Air 2 MH2N2LL/A (64GB , Wi-Fi + 4G, Silver) NEWEST VERSION (Renewed)",380
4.4,https://m.media-amazon.com/images/I/91HZdcADLvL.__AC_SX300_SY300_QL70_ML2_.jpg,129.99,"Apple iPad Air 2, 16GB, 4G + Wi-Fi - Silver (Renewed)",160
4.3,https://m.media-amazon.com/images/I/61pVhXiQNNL._AC_SY300_SX300_.jpg,39.99,"All-new Amazon Fire HD 10 tablet, built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, latest model (2023 release), 32 GB, Ocean",74
4.6,https://m.media-amazon.com/images/I/71GUlLHuPoL.__AC_SX300_SY300_QL70_ML2_.jpg,109.26,"Apple 9.7in iPad (Early 2018, 32GB, Wi-Fi Only, Silver) MR7G2LL/A (Renewed)",789
4.4,https://m.media-amazon.com/images/I/819JyAfSTfL.__AC_SX300_SY300_QL70_ML2_.jpg,319.00,"Apple iPad Pro 12.9in 64GB WiFi Only, Space Grey (Renewed)","1,895"
4.4,https://m.media-amazon.com/images/I/71WpEnDZyNL.__AC_SX300_SY300_QL70_ML2_.jpg,359.95,"Apple iPad Air (10.9-inch, Wi-Fi, 64GB) - Sky Blue (Latest Model, 4th Generation) (Renewed)","2,344"
4.3,https://m.media-amazon.com/images/I/61D5coMLSjL.__AC_SY300_SX300_QL70_ML2_.jpg,95.95,Apple iPad Air 2 16GB Cellular Space Gray (Renewed),271
4.4,https://m.media-amazon.com/images/I/71troH2aUJL._AC_SY300_SX300_.jpg,89.99,"Amazon Fire Max 11 tablet, our most powerful tablet yet, vivid 11"" display, octa-core processor, 4 GB RAM, 14-hour battery life, 64 GB, Gray","3,296"
3.8,https://m.media-amazon.com/images/I/51xVpY5dI7L.__AC_SX300_SY300_QL70_ML2_.jpg,97.07,"Apple iPad with Retina Display MD513LL/A (16GB, Wi-Fi, White) 4th Generation (Renewed)",86
4.8,https://m.media-amazon.com/images/I/81J5bpGahqS.__AC_SY445_SX342_QL70_ML2_.jpg,,Apple 2021 12.9-inch iPad Pro Wi‑Fi + Cellular 128GB - Silver,"6,084"
4.4,https://m.media-amazon.com/images/I/81WWJj1RedL.__AC_SX300_SY300_QL70_ML2_.jpg,"1,799.97","2022 Apple iPad Pro (11-inch, Wi-Fi + Cellular, 2TB) - Space Gray (Renewed)",22
4.4,https://m.media-amazon.com/images/I/51oP7rWVsML.__AC_SX300_SY300_QL70_ML2_.jpg,159.99,"Apple iPad Pro 10.5in (2017) 64GB, Wi-Fi - Space Gray (Renewed)",175
,https://m.media-amazon.com/images/I/817doxCSq7S.__AC_SX300_SY300_QL70_ML2_.jpg,899.99,"2021 Apple 11-inch iPad Pro (Wi-Fi + Cellular, 2TB) - Silver (Renewed)",
4.5,https://m.media-amazon.com/images/I/61cL4Wr8iLL.__AC_SX300_SY300_QL70_ML2_.jpg,129.99,"2018 Apple iPad (Wi-Fi + Cellular, 32GB) - Space Gray (Renewed)",250
4.5,https://m.media-amazon.com/images/I/61gl0oK+GWL._AC_SY300_SX300_.jpg,149.99,"Apple iPad 9.7in 6th Generation WiFi + Cellular (32GB, Silver) (Renewed)",211
4.5,https://m.media-amazon.com/images/I/61ASxIH7nUL.__AC_SX300_SY300_QL70_ML2_.jpg,169.99,"Apple iPad with WiFi + Cellular, 128GB, Space Gray (2017 Model) (Renewed)","2,796"
4.8,https://m.media-amazon.com/images/I/61uA2UVnYWL.__AC_SY445_SX342_QL70_ML2_.jpg,345.51,"Apple iPad (10th Generation): with A14 Bionic chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue","7,331"
4.6,https://m.media-amazon.com/images/I/71J+y79YnCL._AC_SY300_SX300_.jpg,189.00,"2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation) (Renewed)","2,884"
4.6,https://m.media-amazon.com/images/I/51dBcW+NXPL._AC_SY300_SX300_.jpg,109.77,"2017 Apple iPad (9.7-inch, Wi-Fi, 32GB) - Space Gray (Renewed)","10,944"
4.5,https://m.media-amazon.com/images/I/61gI3LyZ8yL.__AC_SX300_SY300_QL70_ML2_.jpg,169.00,"2019 Apple iPad 7th Gen (10.2 inch, Wi-Fi, 32GB) Silver (Renewed)","6,864"
4.6,https://m.media-amazon.com/images/I/71rm-Y7VDSL.__AC_SX300_SY300_QL70_ML2_.jpg,124.00,"Early 2018 Apple iPad (9.7-inch, Wi-Fi, 32GB) - Space Gray (Renewed)","3,722"
4.8,https://m.media-amazon.com/images/I/61XZQXFQeVL.__AC_SY445_SX342_QL70_ML2_.jpg,514.28,"Apple iPad Air (5th Generation): with M1 chip, 10.9-inch Liquid Retina Display, 64GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Space Gray","11,199"
4.5,https://m.media-amazon.com/images/I/61aeen0K1NL.__AC_SX300_SY300_QL70_ML2_.jpg,120.00,Apple iPad (2018 Model) with Wi-Fi only 32GB Apple 9.7in iPad - Space Gray (Renewed),"7,078"
